draft_overall,contract_cap_pct
124,0.004606599286573669
125,0.004601402408276724
126,0.004593776913632799
127,0.004584289880551293
128,0.004584289880551293
129,0.004576472020256122
130,0.004570239172774862
131,0.00456102766341259
132,0.0045570370780536685
133,0.004547870654390906
134,0.004541436424118499
135,0.004531034652289142
136,0.004520147958713935
137,0.004361786943943349
138,0.004361786943943349
139,0.004199882193191216
140,0.004196881489412664
141,0.004195117135705141
142,0.0041873874430001234
143,0.004178214006006327
144,0.004175473797380504
145,0.004172680487819702
146,0.004171749718600912
147,0.004170818949382122
148,0.004164214395356008
149,0.004161139550649371
150,0.0041596497187566485
151,0.004159187840812771
152,0.004158347242993003
153,0.004158085745935841
154,0.004156023826611547
155,0.004153841678755224
156,0.004150810917843665
157,0.004149858106727337
158,0.004146618949693595
159,0.004145115091138801
160,0.004141823835074513
161,0.004140386102212335
162,0.004134578062210912
163,0.004133788561517256
164,0.0041307958729741735
165,0.004121450108417801
166,0.004116572837635167
167,0.004109015472492724
168,0.004105292395617566
169,0.004100637547619184
170,0.004071336852459335
171,0.004071336852459335
172,0.004071336852459335
173,0.004071336852459335
174,0.004071336852459335
175,0.004071336852459335
176,0.004071336852459335
177,0.004071336852459335
178,0.004071336852459335
179,0.004042035155395052
180,0.0040351400490832015
181,0.004031386915075036
182,0.004026733068981088
183,0.004021766628703865
184,0.00401777504144051
185,0.004015236215605835
186,0.004013426776198802
187,0.0040107236380370215
188,0.0040079313303806536
189,0.004007112774458424
190,0.0040026673244866594
191,0.003999927115860837
192,0.003999181698962258
193,0.003998265958309972
194,0.003997417345254736
195,0.00399624110944972
196,0.003995965585730488
197,0.003995577848714695
198,0.003995436580189561
199,0.003994252329149078
200,0.003992479960206087
201,0.003991497091956751
202,0.003988943237555573
203,0.003986329268888381
204,0.003983604088829061
205,0.003982800561473336
206,0.003982055144574757
207,0.003977312128986221
208,0.003974445680401769
209,0.0039716303289434275
210,0.003966477534441561
211,0.003948695734554503
212,0.003948695734554503
213,0.003948695734554503
214,0.003948695734554503
215,0.003948695734554503
216,0.003948695734554503
217,0.003948695734554503
218,0.003948695734554503
219,0.003948695734554503
220,0.003948695734554503
221,0.00393090692133641
222,0.0039304901290920435
223,0.003927884175660319
224,0.003926886278844481
225,0.003923504851381171
226,0.00392086884081644
227,0.003919000289047825
228,0.0039184792987423675
229,0.0039181065902930785
230,0.003917310076268388
231,0.0039150387589174775
232,0.003914398541984424
233,0.003914383513417921
234,0.003912849597730119
235,0.003912804512030609
236,0.003912387719786243
237,0.003909916021548617
238,0.003908054483111038
239,0.003906386312229138
240,0.003902030031751962
241,0.0038978971759634725
242,0.003896944364847144
243,0.003895961496597809
244,0.0038949786283484734
245,0.0038942492419208326
246,0.003893444712660673
247,0.003892700297666528
248,0.0038919548807679494
249,0.0038908237306624453
250,0.0038899971595047476
251,0.0038888129084642636
252,0.0038876657278878223
253,0.0038876657278878223
254,0.0038876657278878223
255,0.0038876657278878223
256,0.0038876657278878223
257,0.0038876657278878223
258,0.0038876657278878223
259,0.0038876657278878223
260,0.0038876657278878223
